id,date,customer_name,item_id,item_name,item_quantity,item_unit,total_amount
4138545000009361001,2025-06-18,Transphil Trading,4138545000000076881,Fiberglass Coated Flat Wire 1/4,50.1,kg,20040.0
4138545000009361001,2025-06-18,Transphil Trading,4138545000000077214,BOX for FIBERGLASS Flat Wire - 1/4,1.0,pcs,0.0
4138545000009357001,2025-06-17,ElecSys Energy Equipment Corporation,4138545000000910050,Round Copper Wire - Heavy Formex #14,64.98,,51345.8
4138545000009357001,2025-06-17,ElecSys Energy Equipment Corporation,4138545000006048108,Box of Copper Enameled #14,2.0,,0.0
4138545000009346645,2025-06-17,Mega Masterlink Fabricator & Electrical Svcs. Corp.,4138545000000076935,Primary Bushing 15 KVA,3.0,pcs,2946.43
4138545000009346645,2025-06-17,Mega Masterlink Fabricator & Electrical Svcs. Corp.,4138545000001131001,Secondary Bushing - Spade 833A,4.0,,12500.0
4138545000009346297,2025-06-17,Isoprime Power Transformer & Electrical Solution Co.,4138545000000609052,Bare Aluminum Flat Wire 1/2,50.6,kg,16192.0
4138545000009346297,2025-06-17,Isoprime Power Transformer & Electrical Solution Co.,4138545000001035081,Bare Aluminum Flat Wire 3/8,43.5,kg,13920.0
4138545000009346297,2025-06-17,Isoprime Power Transformer & Electrical Solution Co.,4138545000000609079,BOX of Bare Aluminum Flat Wire 1/2,1.0,pcs,0.0
4138545000009346297,2025-06-17,Isoprime Power Transformer & Electrical Solution Co.,4138545000001035068,BOX of Bare Aluminum Flat Wire 3/8,1.0,pcs,0.0
4138545000009346287,2025-06-17,Transphil Trading,4138545000000076926,Fiberglass Tape,200.0,pcs,12000.0
4138545000009346277,2025-06-17,Wescor Transformer Corporation,4138545000000076926,Fiberglass Tape,200.0,pcs,12000.0
4138545000009346233,2025-06-17,Neetech Electrical Services,4138545000003447001,Dog Bone 1/2,1.0,pcs,265.0
4138545000009346203,2025-06-17,EKVA Electrical,4138545000000076818,Enameled Round Wire #15,45.3,kg,19479.0
4138545000009346203,2025-06-17,EKVA Electrical,4138545000000527048,Enameled Round Wire #17,78.5,kg,33755.0
4138545000009346203,2025-06-17,EKVA Electrical,4138545000000077151,BOX for Aluminum Round Wire Enamel - #15,2.0,pcs,0.0
4138545000009346203,2025-06-17,EKVA Electrical,4138545000000527083,BOX for Aluminum Round Wire Enamel - #17,3.0,pcs,0.0
4138545000009346185,2025-06-17,Isoprime Power Transformer & Electrical Solution Co.,4138545000000076791,Enameled Round Wire #12,26.9,kg,11567.0
4138545000009346185,2025-06-17,Isoprime Power Transformer & Electrical Solution Co.,4138545000000077124,BOX for Aluminum Round Wire Enamel - #12,1.0,pcs,0.0
4138545000009346185,2025-06-17,Isoprime Power Transformer & Electrical Solution Co.,4138545000002431059,Red Pulley SM25,40.0,,800.0
4138545000009346185,2025-06-17,Isoprime Power Transformer & Electrical Solution Co.,4138545000002431068,Red Pulley SM35,20.0,,600.0
4138545000009346185,2025-06-17,Isoprime Power Transformer & Electrical Solution Co.,4138545000002146021,Dog BONE 3/8,10.0,,2200.0
4138545000009346185,2025-06-17,Isoprime Power Transformer & Electrical Solution Co.,4138545000000077007,FDMD,5.1,kg,2142.0
4138545000009346151,2025-06-17,Elcom,4138545000000076773,Enameled Round Wire #10,54.2,kg,20808.93
4138545000009346151,2025-06-17,Elcom,4138545000000076791,Enameled Round Wire #12,47.3,kg,18159.82
4138545000009346151,2025-06-17,Elcom,4138545000000076809,Enameled Round Wire #14,50.0,kg,19196.43
4138545000009346151,2025-06-17,Elcom,4138545000000170109,Cotton Tape,10.0,pcs,446.43
4138545000009346151,2025-06-17,Elcom,4138545000000076998,Diamond Dotted Paper 005,5.3,kg,1656.25
4138545000009346151,2025-06-17,Elcom,4138545000000076980,Diamond Dotted Paper 010,16.5,kg,5156.25
4138545000009346151,2025-06-17,Elcom,4138545000000077106,BOX for Aluminum Round Wire Enamel - #10,2.0,pcs,0.0
4138545000009346151,2025-06-17,Elcom,4138545000000077124,BOX for Aluminum Round Wire Enamel - #12,2.0,pcs,0.0
4138545000009346151,2025-06-17,Elcom,4138545000000077142,BOX for Aluminum Round Wire Enamel - #14,2.0,pcs,0.0
4138545000009346151,2025-06-17,Elcom,4138545000000085028,BOX of DDP 010,1.0,,0.0
4138545000009348001,2025-06-17,NDF ,4138545000002665005,Amorphous Core - 25 KVA (NDF) / 47.90 KG Unit Weight,2870.0,kg,774900.0
4138545000009337697,2025-06-17,NDF ,4138545000000076755,Enameled Round Wire #8,250.4,kg,96135.71
4138545000009337697,2025-06-17,NDF ,4138545000000076764,Enameled Round Wire #9,239.6,kg,91989.29
4138545000009337697,2025-06-17,NDF ,4138545000000076791,Enameled Round Wire #12,242.3,kg,93025.89
4138545000009337697,2025-06-17,NDF ,4138545000000077088,BOX for Aluminum Round Wire Enamel - #8,10.0,pcs,0.0
4138545000009337697,2025-06-17,NDF ,4138545000000077097,BOX for Aluminum Round Wire Enamel - #9,10.0,pcs,0.0
4138545000009337697,2025-06-17,NDF ,4138545000000077124,BOX for Aluminum Round Wire Enamel - #12,10.0,pcs,0.0
4138545000009337595,2025-06-16,Pular Electrical Services and Supply,4138545000000077007,FDMD,23.0,kg,9660.0
4138545000009337595,2025-06-16,Pular Electrical Services and Supply,4138545000000492348,Box of FDMD,1.0,,0.0
4138545000009340032,2025-06-16,RB Velasco Power System Co.,4138545000000076872,Fiberglass Coated Flat Wire 1/2,104.8,kg,41920.0
4138545000009340032,2025-06-16,RB Velasco Power System Co.,4138545000000076917,Fiberglass Coated Flat Wire 5/8,103.0,kg,41200.0
4138545000009340032,2025-06-16,RB Velasco Power System Co.,4138545000000077250,BOX for FIBERGLASS Flat Wire - 5/8,2.0,pcs,0.0
4138545000009340032,2025-06-16,RB Velasco Power System Co.,4138545000000077205,BOX for FIBERGLASS Flat Wire - 1/2,2.0,pcs,0.0
4138545000009340032,2025-06-16,RB Velasco Power System Co.,4138545000000076980,Diamond Dotted Paper 010,51.3,kg,17955.0
4138545000009340032,2025-06-16,RB Velasco Power System Co.,4138545000000085028,BOX of DDP 010,1.0,,0.0
4138545000009341013,2025-06-16,Wescor Transformer Corporation,4138545000000609052,Bare Aluminum Flat Wire 1/2,50.3,kg,16599.0
4138545000009341013,2025-06-16,Wescor Transformer Corporation,4138545000000609035,Bare Aluminum Flat Wire 5/8,51.1,kg,16863.0
4138545000009341013,2025-06-16,Wescor Transformer Corporation,4138545000000609079,BOX of Bare Aluminum Flat Wire 1/2,1.0,pcs,0.0
4138545000009341013,2025-06-16,Wescor Transformer Corporation,4138545000000609088,BOX of Bare Aluminum Flat Wire 5/8,1.0,pcs,0.0
4138545000009341001,2025-06-16,Wescor Transformer Corporation,4138545000002026187,Dog Bone 1/4,15.0,,2025.0
4138545000009341001,2025-06-16,Wescor Transformer Corporation,4138545000003447001,Dog Bone 1/2,10.0,pcs,2650.0
4138545000009337379,2025-06-16,Kim,4138545000000076899,Fiberglass Coated Flat Wire 3/4,45.4,kg,18160.0
4138545000009337379,2025-06-16,Kim,4138545000000077232,BOX for FIBERGLASS Flat Wire - 3/4,1.0,pcs,0.0
4138545000009337329,2025-06-16,Nanong Enterprises,4138545000001131010,Connector 208A,9.0,,1350.0
4138545000009337313,2025-06-16,Ecfr Enterprises,4138545000000076935,Primary Bushing 15 KVA,2.0,pcs,2200.0
4138545000009337313,2025-06-16,Ecfr Enterprises,4138545000006586131,Secondary Bushing - 125A 1/2 Connector x 3/8 Rod,3.0,pcs,1950.0
4138545000009337313,2025-06-16,Ecfr Enterprises,4138545000000219046,Pressure Relief Valve,5.0,pcs,1000.0
4138545000009337313,2025-06-16,Ecfr Enterprises,4138545000000357019,Body Ground,1.0,pcs,200.0
4138545000009337313,2025-06-16,Ecfr Enterprises,4138545000003555047,Transformer Lock,4.0,,540.0
4138545000009340010,2025-06-16,I-Core Enterprises,4138545000009340001,Bayonet Fuse Holder (35Kv),18.0,,77400.0
4138545000009340010,2025-06-16,I-Core Enterprises,,,18.0,,12420.0
4138545000009337121,2025-06-16,I-Core Enterprises,4138545000000076971,Tap Changer,50.0,pcs,52500.0
4138545000009337121,2025-06-16,I-Core Enterprises,4138545000000076944,Pressed Board 1/16,20.0,pcs,17000.0
4138545000009337101,2025-06-16,JSB Industrial Electronics Inc.,4138545000000076890,Fiberglass Coated Flat Wire 3/16,59.86,kg,22714.73
4138545000009337101,2025-06-16,JSB Industrial Electronics Inc.,4138545000000077223,BOX for FIBERGLASS Flat Wire - 3/16,1.0,pcs,0.0
4138545000009337101,2025-06-16,JSB Industrial Electronics Inc.,4138545000000076944,Pressed Board 1/16,2.0,pcs,1517.86
4138545000009337089,2025-06-16,Krista-Camille Enterprises,4138545000000076872,Fiberglass Coated Flat Wire 1/2,152.5,kg,61000.0
4138545000009337089,2025-06-16,Krista-Camille Enterprises,4138545000000077205,BOX for FIBERGLASS Flat Wire - 1/2,3.0,pcs,0.0
4138545000009337063,2025-06-16,Kim,4138545000000076818,Enameled Round Wire #15,26.1,kg,11223.0
4138545000009337063,2025-06-16,Kim,4138545000000077151,BOX for Aluminum Round Wire Enamel - #15,1.0,pcs,0.0
4138545000009337051,2025-06-16,Transphil Trading,4138545000000609052,Bare Aluminum Flat Wire 1/2,51.2,kg,16384.0
4138545000009337051,2025-06-16,Transphil Trading,4138545000000609079,BOX of Bare Aluminum Flat Wire 1/2,1.0,pcs,0.0
4138545000009337051,2025-06-16,Transphil Trading,4138545000000076944,Pressed Board 1/16,5.0,pcs,4250.0
4138545000009338001,2025-06-16,Wescor Transformer Corporation,4138545000000079945,Aluminum Flux,1.0,pcs,600.0
4138545000009337001,2025-07-21,Wilcare Electric Transformer Trading,4138545000000076755,Enameled Round Wire #8,50.1,kg,19234.82
4138545000009337001,2025-07-21,Wilcare Electric Transformer Trading,4138545000000076791,Enameled Round Wire #12,79.6,kg,30560.71
4138545000009337001,2025-07-21,Wilcare Electric Transformer Trading,4138545000000076800,Enameled Round Wire #13,26.3,kg,10097.32
4138545000009337001,2025-07-21,Wilcare Electric Transformer Trading,4138545000000076818,Enameled Round Wire #15,25.1,kg,9636.61
4138545000009337001,2025-07-21,Wilcare Electric Transformer Trading,4138545000000077088,BOX for Aluminum Round Wire Enamel - #8,2.0,pcs,0.0
4138545000009337001,2025-07-21,Wilcare Electric Transformer Trading,4138545000000077124,BOX for Aluminum Round Wire Enamel - #12,3.0,pcs,0.0
4138545000009337001,2025-07-21,Wilcare Electric Transformer Trading,4138545000000077133,BOX for Aluminum Round Wire Enamel - #13,1.0,pcs,0.0
4138545000009337001,2025-07-21,Wilcare Electric Transformer Trading,4138545000000077151,BOX for Aluminum Round Wire Enamel - #15,1.0,pcs,0.0
4138545000009337001,2025-07-21,Wilcare Electric Transformer Trading,4138545000000076773,Enameled Round Wire #10,24.0,kg,9214.29
4138545000009337001,2025-07-21,Wilcare Electric Transformer Trading,4138545000000077106,BOX for Aluminum Round Wire Enamel - #10,1.0,pcs,0.0
4138545000009337001,2025-07-21,Wilcare Electric Transformer Trading,4138545000000076980,Diamond Dotted Paper 010,124.0,kg,38750.0
4138545000009337001,2025-07-21,Wilcare Electric Transformer Trading,4138545000000085028,BOX of DDP 010,2.0,,0.0
4138545000009321140,2025-06-14,Ruben,4138545000002826001,Tap Changer 3 PHASE TYPE 2,1.0,pcs,5500.0
4138545000009321110,2025-06-14,Andrei,4138545000000910032,Round Copper Wire - Heavy Formex #12,42.24,,33369.6
4138545000009321110,2025-06-14,Andrei,4138545000008463123,Enameled ROUND copper wire #13,35.85,kg,28321.5
4138545000009321110,2025-06-14,Andrei,4138545000008463134,Enameled ROUND copper wire #15,36.25,kg,28637.5
4138545000009321110,2025-06-14,Andrei,4138545000004283062,Box of Copper Enameled #12,1.0,,0.0
4138545000009321110,2025-06-14,Andrei,4138545000008463178,Box of Copper Enameled #13,1.0,pcs,0.0
4138545000009321110,2025-06-14,Andrei,4138545000008463196,Box of Copper Enameled #15,1.0,pcs,0.0
4138545000009321110,2025-06-14,Andrei,4138545000000076980,Diamond Dotted Paper 010,62.0,kg,21700.0
4138545000009321110,2025-06-14,Andrei,4138545000000085028,BOX of DDP 010,1.0,,0.0
4138545000009319281,2025-06-13,Archie,4138545000000076800,Enameled Round Wire #13,24.6,kg,10578.0
4138545000009319281,2025-06-13,Archie,4138545000000077133,BOX for Aluminum Round Wire Enamel - #13,1.0,pcs,0.0
4138545000009319001,2025-06-13,Veril,4138545000000076899,Fiberglass Coated Flat Wire 3/4,116.2,kg,49385.0
4138545000009319001,2025-06-13,Veril,4138545000000077232,BOX for FIBERGLASS Flat Wire - 3/4,2.0,pcs,0.0
4138545000009303005,2025-06-13,Kim,4138545000000076872,Fiberglass Coated Flat Wire 1/2,52.8,kg,21120.0
4138545000009303005,2025-06-13,Kim,4138545000000076899,Fiberglass Coated Flat Wire 3/4,55.2,kg,22080.0
4138545000009303005,2025-06-13,Kim,4138545000000077205,BOX for FIBERGLASS Flat Wire - 1/2,1.0,pcs,0.0
4138545000009303005,2025-06-13,Kim,4138545000000077232,BOX for FIBERGLASS Flat Wire - 3/4,1.0,pcs,0.0
4138545000009302202,2025-06-13,NDF ,4138545000000076998,Diamond Dotted Paper 005,184.0,kg,64400.0
4138545000009302202,2025-06-13,NDF ,4138545000000085078,BOX of DDP 005,3.0,kg,0.0
4138545000009312001,2025-06-13,Krista-Camille Enterprises,4138545000000219046,Pressure Relief Valve,100.0,pcs,20000.0
4138545000009312001,2025-06-13,Krista-Camille Enterprises,4138545000000077034,Crepe Tubing 10 x 14,100.0,pcs,4700.0
4138545000009302165,2025-06-13,Tito & Tet Electrical Supply and Services,4138545000000076863,Enameled Flat Wire 5/8,106.7,kg,50491.96
4138545000009302165,2025-06-13,Tito & Tet Electrical Supply and Services,4138545000000077196,BOX for ENAMEL Flat Wire Enamel - 5/8,2.0,pcs,0.0
4138545000009302116,2025-06-13,Nanong Enterprises,4138545000002209018,Secondary Bushing Double Eye 1.2KV/833A,10.0,pcs,39000.0
4138545000009302116,2025-06-13,Nanong Enterprises,4138545000001554039,Rubber Cork 6mm 2 X 1 Meter,1.0,pcs,5800.0
4138545000009302116,2025-06-13,Nanong Enterprises,4138545000000076971,Tap Changer,20.0,pcs,21000.0
4138545000009302116,2025-06-13,Nanong Enterprises,4138545000003555047,Transformer Lock,100.0,,13500.0
4138545000009302116,2025-06-13,Nanong Enterprises,4138545000000427001,Secondary Bushing Single Eye 1.2KV/625A,9.0,pcs,18000.0
4138545000009302001,2025-06-13,Elle Power Trading & Services,4138545000000076980,Diamond Dotted Paper 010,202.4,kg,70840.0
4138545000009302001,2025-06-13,Elle Power Trading & Services,4138545000000085028,BOX of DDP 010,4.0,,0.0
4138545000009293063,2025-06-13,Advance Electronics Corporation,4138545000000076746,Enameled Round Wire #7,50.8,kg,19503.57
4138545000009293063,2025-06-13,Advance Electronics Corporation,4138545000000077079,BOX for Aluminum Round Wire Enamel - #7,2.0,pcs,0.0
4138545000009293063,2025-06-13,Advance Electronics Corporation,4138545000000076962,Pressed Board 1/8,2.0,pcs,2589.29
4138545000009293063,2025-06-13,Advance Electronics Corporation,4138545000005373224,AMA 0.25,24.4,kg,21785.71
4138545000009293063,2025-06-13,Advance Electronics Corporation,4138545000000076755,Enameled Round Wire #8,51.5,kg,19772.32
4138545000009293063,2025-06-13,Advance Electronics Corporation,4138545000000077088,BOX for Aluminum Round Wire Enamel - #8,2.0,pcs,0.0
4138545000009283114,2025-06-11,Rustech Power Engineering,4138545000000079945,Aluminum Flux,10.0,pcs,5357.14
4138545000009283001,2025-06-11,I-Core Enterprises,4138545000000076980,Diamond Dotted Paper 010,290.8,kg,101780.0
4138545000009283001,2025-06-11,I-Core Enterprises,4138545000000085028,BOX of DDP 010,6.0,,0.0
4138545000009279024,2025-06-13,Isoprime Power Transformer & Electrical Solution Co.,4138545000000076746,Enameled Round Wire #7,20.9,kg,8987.0
4138545000009279024,2025-06-13,Isoprime Power Transformer & Electrical Solution Co.,4138545000001035047,Bare Aluminum Flat Wire 1/4,55.8,kg,17856.0
4138545000009279024,2025-06-13,Isoprime Power Transformer & Electrical Solution Co.,4138545000000076755,Enameled Round Wire #8,23.5,kg,10105.0
4138545000009279024,2025-06-13,Isoprime Power Transformer & Electrical Solution Co.,4138545000000077007,FDMD,5.0,kg,2100.0
4138545000009279024,2025-06-13,Isoprime Power Transformer & Electrical Solution Co.,4138545000002026187,Dog Bone 1/4,10.0,,1350.0
4138545000009279024,2025-06-13,Isoprime Power Transformer & Electrical Solution Co.,4138545000000079945,Aluminum Flux,1.0,pcs,600.0
4138545000009279024,2025-06-13,Isoprime Power Transformer & Electrical Solution Co.,4138545000000077079,BOX for Aluminum Round Wire Enamel - #7,1.0,pcs,0.0
4138545000009279024,2025-06-13,Isoprime Power Transformer & Electrical Solution Co.,4138545000000077088,BOX for Aluminum Round Wire Enamel - #8,1.0,pcs,0.0
4138545000009279024,2025-06-13,Isoprime Power Transformer & Electrical Solution Co.,4138545000001035090,BOX of Bare Aluminum Flat Wire 1/4,1.0,pcs,0.0
4138545000009275056,2025-06-11,I-Core Enterprises,4138545000000076935,Primary Bushing 15 KVA,100.0,pcs,105000.0
4138545000009275056,2025-06-11,I-Core Enterprises,4138545000000077061,Crepe Tubing 18 x 20,100.0,pcs,5300.0
4138545000009275001,2025-06-11,Transphil Trading,4138545000000076881,Fiberglass Coated Flat Wire 1/4,42.3,kg,16920.0
4138545000009275001,2025-06-11,Transphil Trading,4138545000000077214,BOX for FIBERGLASS Flat Wire - 1/4,1.0,pcs,0.0
4138545000009258769,2025-06-10,Isoprime Power Transformer & Electrical Solution Co.,4138545000002026187,Dog Bone 1/4,10.0,,1350.0
4138545000009258757,2025-06-10,Veril,4138545000004949018,Flat Bar - Aluminum (3/8 x 3),3.0,pcs,4653.0
4138545000009264001,2025-06-10,Jerry,4138545000000357019,Body Ground,30.0,pcs,6000.0
4138545000009264001,2025-06-10,Jerry,4138545000003555047,Transformer Lock,100.0,,12500.0
4138545000009264001,2025-06-10,Jerry,4138545000007170001,Primary Connector - 15Kva,100.0,pcs,12500.0
4138545000009264001,2025-06-10,Jerry,4138545000000076971,Tap Changer,20.0,pcs,21000.0
4138545000009258595,2025-06-10,Ac Volts Electrical Supply,4138545000000076944,Pressed Board 1/16,10.0,pcs,7589.29
4138545000009258595,2025-06-10,Ac Volts Electrical Supply,4138545000000076962,Pressed Board 1/8,2.0,pcs,2589.28
4138545000009258401,2025-06-10,Wescor Transformer Corporation,4138545000000076890,Fiberglass Coated Flat Wire 3/16,61.9,kg,26307.5
4138545000009258401,2025-06-10,Wescor Transformer Corporation,4138545000000077223,BOX for FIBERGLASS Flat Wire - 3/16,1.0,pcs,0.0
4138545000009258383,2025-06-10,Wescor Transformer Corporation,4138545000000609052,Bare Aluminum Flat Wire 1/2,102.0,kg,33660.0
4138545000009258383,2025-06-10,Wescor Transformer Corporation,4138545000000609035,Bare Aluminum Flat Wire 5/8,52.0,kg,17160.0
4138545000009258383,2025-06-10,Wescor Transformer Corporation,4138545000000609079,BOX of Bare Aluminum Flat Wire 1/2,2.0,pcs,0.0
4138545000009258383,2025-06-10,Wescor Transformer Corporation,4138545000000609088,BOX of Bare Aluminum Flat Wire 5/8,1.0,pcs,0.0
4138545000009258320,2025-06-10,Ac Volts Electrical Supply,4138545000001668001,Weidmann Micro Tape,5.0,pcs,20089.29
4138545000009258320,2025-06-10,Ac Volts Electrical Supply,4138545000001131019,Connector 625A,18.0,,4821.43
4138545000009258320,2025-06-10,Ac Volts Electrical Supply,4138545000000869001,Mylar,5.2,kg,1067.86
4138545000009258320,2025-06-10,Ac Volts Electrical Supply,4138545000000076980,Diamond Dotted Paper 010,49.7,kg,15531.24
4138545000009258320,2025-06-10,Ac Volts Electrical Supply,4138545000000085028,BOX of DDP 010,1.0,,0.0
4138545000009258306,2025-06-10,NDF ,4138545000000076944,Pressed Board 1/16,30.0,pcs,25500.0
4138545000009258306,2025-06-10,NDF ,4138545000000427001,Secondary Bushing Single Eye 1.2KV/625A,24.0,pcs,45600.0
4138545000009258259,2025-06-10,R-jen Electrical Products Trading,4138545000000076944,Pressed Board 1/16,2.0,pcs,1517.86
4138545000009258060,2025-06-10,I-Core Enterprises,4138545000000076809,Enameled Round Wire #14,123.8,kg,53234.0
4138545000009258060,2025-06-10,I-Core Enterprises,4138545000000077142,BOX for Aluminum Round Wire Enamel - #14,5.0,pcs,0.0
4138545000009258060,2025-06-10,I-Core Enterprises,4138545000000077025,Crepe Tubing 8 x 12,100.0,pcs,4500.0
4138545000009258046,2025-06-10,Nanong Enterprises,4138545000007170001,Primary Connector - 15Kva,50.0,pcs,6750.0
4138545000009258046,2025-06-10,Nanong Enterprises,4138545000000427001,Secondary Bushing Single Eye 1.2KV/625A,18.0,pcs,36000.0
4138545000009253001,2025-06-09,Rowenica Enterprises,4138545000000076782,Enameled Round Wire #11,25.1,kg,10793.0
4138545000009253001,2025-06-09,Rowenica Enterprises,4138545000000077115,BOX for Aluminum Round Wire Enamel - #11,1.0,pcs,0.0
4138545000009249111,2025-06-09,Veril,4138545000000076908,Fiberglass Coated Flat Wire 3/8,105.0,kg,44625.0
4138545000009249111,2025-06-09,Veril,4138545000000076899,Fiberglass Coated Flat Wire 3/4,91.9,kg,39057.5
4138545000009249111,2025-06-09,Veril,4138545000000077241,BOX for FIBERGLASS Flat Wire - 3/8,2.0,pcs,0.0
4138545000009249111,2025-06-09,Veril,4138545000000077232,BOX for FIBERGLASS Flat Wire - 3/4,2.0,pcs,0.0
4138545000009249111,2025-06-09,Veril,4138545000004949009,Flat Bar - Aluminum (3/8 x 2),1.0,pcs,957.0
4138545000009249111,2025-06-09,Veril,4138545000000076944,Pressed Board 1/16,5.0,pcs,4250.0
4138545000009249111,2025-06-09,Veril,4138545000002026187,Dog Bone 1/4,100.0,,13500.0
4138545000009250001,2025-06-10,Electromechtech Industrial Services Inc.,4138545000000076854,Enameled Flat Wire 3/8,55.6,kg,26310.71
4138545000009250001,2025-06-10,Electromechtech Industrial Services Inc.,4138545000000077187,BOX for ENAMEL Flat Wire Enamel - 3/8,1.0,pcs,0.0
4138545000009246242,2025-06-07,Alexis,4138545000000076818,Enameled Round Wire #15,22.9,kg,9847.0
4138545000009246242,2025-06-07,Alexis,4138545000000077151,BOX for Aluminum Round Wire Enamel - #15,1.0,pcs,0.0
4138545000009246242,2025-06-07,Alexis,4138545000000170109,Cotton Tape,10.0,pcs,500.0
4138545000009246204,2025-06-07,Wescor Transformer Corporation,4138545000002026187,Dog Bone 1/4,15.0,,2025.0
4138545000009246204,2025-06-07,Wescor Transformer Corporation,4138545000002146021,Dog BONE 3/8,15.0,,3300.0
4138545000009246204,2025-06-07,Wescor Transformer Corporation,4138545000000076926,Fiberglass Tape,200.0,pcs,12000.0
4138545000009246204,2025-06-07,Wescor Transformer Corporation,4138545000000170109,Cotton Tape,30.0,pcs,1500.0
4138545000009246125,2025-06-07,Nanong Enterprises,4138545000000076980,Diamond Dotted Paper 010,47.9,kg,16765.0
4138545000009246125,2025-06-07,Nanong Enterprises,4138545000000085028,BOX of DDP 010,1.0,,0.0
4138545000009246125,2025-06-07,Nanong Enterprises,4138545000000076746,Enameled Round Wire #7,57.3,kg,24639.0
4138545000009246125,2025-06-07,Nanong Enterprises,4138545000007449001,Wooden Spool #7,1.0,,0.0
4138545000009246015,2025-06-07,BM Power General Construction and Sales Corp.,4138545000000076935,Primary Bushing 15 KVA,24.0,pcs,23571.43
4138545000009246015,2025-06-07,BM Power General Construction and Sales Corp.,4138545000000076980,Diamond Dotted Paper 010,47.9,kg,14968.75
4138545000009246001,2025-06-07,Veril,4138545000000076917,Fiberglass Coated Flat Wire 5/8,154.5,kg,65662.5
4138545000009246001,2025-06-07,Veril,4138545000000077250,BOX for FIBERGLASS Flat Wire - 5/8,3.0,pcs,0.0
4138545000009231326,2025-06-06,Andrei,4138545000000076944,Pressed Board 1/16,5.0,pcs,4250.0
4138545000009231326,2025-06-06,Andrei,4138545000000910050,Round Copper Wire - Heavy Formex #14,31.84,,25153.6
4138545000009231326,2025-06-06,Andrei,4138545000008463134,Enameled ROUND copper wire #15,36.85,kg,29111.5
4138545000009231326,2025-06-06,Andrei,4138545000006048108,Box of Copper Enameled #14,1.0,,0.0
4138545000009231326,2025-06-06,Andrei,4138545000008463196,Box of Copper Enameled #15,1.0,pcs,0.0
4138545000009231312,2025-06-06,Wescor Transformer Corporation,4138545000000076881,Fiberglass Coated Flat Wire 1/4,46.7,kg,19847.5
4138545000009231312,2025-06-06,Wescor Transformer Corporation,4138545000000077214,BOX for FIBERGLASS Flat Wire - 1/4,1.0,pcs,0.0
4138545000009231269,2025-06-06,Neetech Electrical Services,4138545000003447001,Dog Bone 1/2,2.0,pcs,530.0
4138545000009227001,2025-06-06,RB Velasco Power System Co.,4138545000000076872,Fiberglass Coated Flat Wire 1/2,52.5,kg,21000.0
4138545000009227001,2025-06-06,RB Velasco Power System Co.,4138545000000076908,Fiberglass Coated Flat Wire 3/8,52.4,kg,20960.0
4138545000009227001,2025-06-06,RB Velasco Power System Co.,4138545000000077205,BOX for FIBERGLASS Flat Wire - 1/2,1.0,pcs,0.0
4138545000009227001,2025-06-06,RB Velasco Power System Co.,4138545000000077241,BOX for FIBERGLASS Flat Wire - 3/8,1.0,pcs,0.0
4138545000009224618,2025-06-06,Transphil Trading,4138545000000076881,Fiberglass Coated Flat Wire 1/4,53.2,kg,21280.0
4138545000009224618,2025-06-06,Transphil Trading,4138545000000077214,BOX for FIBERGLASS Flat Wire - 1/4,1.0,pcs,0.0
4138545000009224604,2025-06-05,Mcgraw Engineering,4138545000000076908,Fiberglass Coated Flat Wire 3/8,51.1,kg,20440.0
4138545000009224604,2025-06-05,Mcgraw Engineering,4138545000000077241,BOX for FIBERGLASS Flat Wire - 3/8,1.0,pcs,0.0
4138545000009224508,2025-06-05,Wescor Transformer Corporation,4138545000000219001,Dog Bone 3/4,3.0,pcs,1200.0
4138545000009224394,2025-06-05,Wescor Transformer Corporation,4138545000000076944,Pressed Board 1/16,2.0,pcs,1700.0
4138545000009224394,2025-06-05,Wescor Transformer Corporation,4138545000000076962,Pressed Board 1/8,2.0,pcs,2900.0
4138545000009224333,2025-06-05,Wescor Transformer Corporation,4138545000000609052,Bare Aluminum Flat Wire 1/2,50.3,kg,16599.0
4138545000009224333,2025-06-05,Wescor Transformer Corporation,4138545000000609079,BOX of Bare Aluminum Flat Wire 1/2,1.0,pcs,0.0
4138545000009224333,2025-06-05,Wescor Transformer Corporation,4138545000000609035,Bare Aluminum Flat Wire 5/8,102.1,kg,33693.0
4138545000009224333,2025-06-05,Wescor Transformer Corporation,4138545000000609088,BOX of Bare Aluminum Flat Wire 5/8,2.0,pcs,0.0
4138545000009224164,2025-06-05,Charls Electrical,4138545000000076800,Enameled Round Wire #13,27.6,kg,11868.0
4138545000009224164,2025-06-05,Charls Electrical,4138545000000076818,Enameled Round Wire #15,25.2,kg,10836.0
4138545000009224164,2025-06-05,Charls Electrical,4138545000000077133,BOX for Aluminum Round Wire Enamel - #13,1.0,pcs,0.0
4138545000009224164,2025-06-05,Charls Electrical,4138545000000077151,BOX for Aluminum Round Wire Enamel - #15,1.0,pcs,0.0
4138545000009224073,2025-06-05,Rustech Power Engineering,4138545000000076908,Fiberglass Coated Flat Wire 3/8,155.5,kg,56924.11
4138545000009224073,2025-06-05,Rustech Power Engineering,4138545000000077241,BOX for FIBERGLASS Flat Wire - 3/8,3.0,pcs,0.0
4138545000009224059,2025-06-05,"FBF Electrical and Power Services, Inc.",4138545000000077025,Crepe Tubing 8 x 12,1000.0,pcs,40178.57
